userid,eventname,component,action,target,year,month,day,hour,minute,second
26,\giant\event\resource_commented,giant,commented,resource,2020,09,06,02,32,57
26,\giant\event\resource_commented,giant,commented,resource,2020,09,06,02,34,31
106,\core\event\dashboard_viewed,core,viewed,dashboard,2020,09,06,02,37,25
26,\giant\event\resource_created,giant,created,resource,2020,09,06,02,39,17
26,\giant\event\resource_Scored,giant,Scored,resource,2020,09,06,02,39,39
26,\core\event\user_graded,core,graded,user,2020,09,06,02,39,39
-1,\core\event\user_graded,core,graded,user,2020,09,06,02,39,40
26,\core\event\course_module_completion_updated,core,updated,course_module_completion,2020,09,06,02,39,40
26,\mod_scorm\event\status_submitted,mod_scorm,submitted,status,2020,09,06,02,39,40
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,39,48
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,39,50
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,39,55
26,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,09,06,02,39,56
26,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,09,06,02,39,56
26,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,09,06,02,39,59
26,\giant\event\note_created,giant,created,note,2020,09,06,02,40,51
26,\giant\event\note_created,giant,created,note,2020,09,06,02,41,17
26,\giant\event\note_created,giant,created,note,2020,09,06,02,41,20
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,42,06
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,42,06
26,\mod_lesson\event\lesson_started,mod_lesson,started,lesson,2020,09,06,02,42,15
26,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,02,42,15
26,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,02,42,15
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,42,52
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,42,53
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,43,12
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,43,13
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,43,18
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,43,18
26,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,09,06,02,43,24
26,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,09,06,02,43,24
26,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,09,06,02,43,25
106,\core\event\user_loggedout,core,loggedout,user,2020,09,06,02,45,18
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,45,42
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,45,42
26,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,02,45,45
26,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,02,45,45
26,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,02,45,54
26,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,02,45,54
26,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,02,45,54
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,48,08
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,48,09
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,48,18
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,48,52
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,48,52
26,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,09,06,02,48,55
26,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,09,06,02,48,55
26,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,09,06,02,48,55
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,57,05
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,57,06
26,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,09,06,02,57,14
26,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,09,06,02,57,14
26,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,09,06,02,57,15
26,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,09,06,02,57,24
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,57,33
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,57,33
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,57,37
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,57,38
26,\core\event\course_viewed,core,viewed,course,2020,09,06,02,59,35
26,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,09,06,02,59,37
26,\mod_scorm\event\course_module_viewed,mod_scorm,viewed,course_module,2020,09,06,02,59,37
26,\mod_scorm\event\sco_launched,mod_scorm,launched,sco,2020,09,06,02,59,37
108,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,03,16,58
108,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,03,16,58
75,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,03,16,59
75,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,03,16,59
108,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,03,16,59
75,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,03,17,01
26,\giant\event\note_created,giant,created,note,2020,09,06,03,27,30
26,\giant\event\note_created,giant,created,note,2020,09,06,04,06,59
26,\giant\event\note_created,giant,created,note,2020,09,06,04,08,47
26,\giant\event\note_created,giant,created,note,2020,09,06,04,10,22
26,\giant\event\note_created,giant,created,note,2020,09,06,04,12,18
26,\giant\event\note_created,giant,created,note,2020,09,06,04,12,51
26,\giant\event\note_created,giant,created,note,2020,09,06,04,15,31
108,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,04,15,50
108,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,04,15,50
75,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,04,15,53
75,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,04,15,53
26,\giant\event\note_created,giant,created,note,2020,09,06,04,16,16
26,\giant\event\note_created,giant,created,note,2020,09,06,04,17,11
26,\giant\event\note_created,giant,created,note,2020,09,06,04,17,47
108,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,04,17,59
108,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,04,17,59
108,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,04,18,00
75,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,04,18,03
75,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,04,18,03
75,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,04,18,03
26,\giant\event\note_created,giant,created,note,2020,09,06,04,18,18
26,\giant\event\note_created,giant,created,note,2020,09,06,04,20,29
26,\giant\event\note_created,giant,created,note,2020,09,06,04,20,42
26,\giant\event\note_created,giant,created,note,2020,09,06,04,22,01
26,\giant\event\note_created,giant,created,note,2020,09,06,04,22,11
26,\giant\event\note_created,giant,created,note,2020,09,06,04,22,25
26,\giant\event\note_created,giant,created,note,2020,09,06,04,23,41
26,\giant\event\note_created,giant,created,note,2020,09,06,04,26,56
26,\giant\event\note_created,giant,created,note,2020,09,06,04,29,02
26,\giant\event\note_created,giant,created,note,2020,09,06,04,31,13
26,\giant\event\note_created,giant,created,note,2020,09,06,04,32,42
75,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,04,32,55
75,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,04,32,55
75,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,04,32,56
108,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,04,33,17
108,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,04,33,17
108,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,04,33,17
26,\giant\event\note_created,giant,created,note,2020,09,06,04,34,07
26,\giant\event\note_created,giant,created,note,2020,09,06,04,34,22
26,\giant\event\note_created,giant,created,note,2020,09,06,04,40,30
26,\giant\event\note_created,giant,created,note,2020,09,06,04,40,57
26,\giant\event\note_created,giant,created,note,2020,09,06,04,45,33
26,\giant\event\note_created,giant,created,note,2020,09,06,04,47,47
26,\giant\event\note_created,giant,created,note,2020,09,06,04,48,30
26,\giant\event\note_created,giant,created,note,2020,09,06,04,50,54
26,\giant\event\note_created,giant,created,note,2020,09,06,04,52,30
26,\giant\event\note_created,giant,created,note,2020,09,06,04,53,05
26,\giant\event\note_created,giant,created,note,2020,09,06,04,54,42
26,\giant\event\note_created,giant,created,note,2020,09,06,04,56,17
26,\giant\event\note_created,giant,created,note,2020,09,06,04,57,22
26,\giant\event\note_created,giant,created,note,2020,09,06,04,57,28
26,\giant\event\note_created,giant,created,note,2020,09,06,04,57,57
26,\core\event\user_graded,core,graded,user,2020,09,06,05,02,54
-1,\core\event\user_graded,core,graded,user,2020,09,06,05,02,54
26,\core\event\course_module_completion_updated,core,updated,course_module_completion,2020,09,06,05,02,54
26,\mod_scorm\event\status_submitted,mod_scorm,submitted,status,2020,09,06,05,02,54
26,\giant\event\collaborative_wall_viewed,giant,viewed,collaborative_wall,2020,09,06,05,03,15
26,\giant\event\resource_liked,giant,liked,resource,2020,09,06,05,04,48
26,\giant\event\resource_liked,giant,liked,resource,2020,09,06,05,05,46
26,\giant\event\resource_liked,giant,liked,resource,2020,09,06,05,07,25
26,\giant\event\resource_liked,giant,liked,resource,2020,09,06,05,08,07
26,\giant\event\resource_commented,giant,commented,resource,2020,09,06,05,09,34
26,\giant\event\resource_commented,giant,commented,resource,2020,09,06,05,10,00
26,\giant\event\resource_commented,giant,commented,resource,2020,09,06,05,10,38
26,\giant\event\resource_Scored,giant,Scored,resource,2020,09,06,05,10,53
26,\core\event\course_viewed,core,viewed,course,2020,09,06,05,11,16
26,\core\event\course_viewed,core,viewed,course,2020,09,06,05,11,16
26,\core\event\user_loggedout,core,loggedout,user,2020,09,06,05,11,44
94,\core\event\user_loggedin,core,loggedin,user,2020,09,06,11,38,01
94,\core\event\course_viewed,core,viewed,course,2020,09,06,11,38,02
94,\core\event\course_viewed,core,viewed,course,2020,09,06,11,38,04
94,\mod_url\event\course_module_viewed,mod_url,viewed,course_module,2020,09,06,11,38,21
94,\mod_forum\event\course_module_viewed,mod_forum,viewed,course_module,2020,09,06,11,42,17
94,\mod_forum\event\discussion_viewed,mod_forum,viewed,discussion,2020,09,06,11,42,32
94,\core\event\course_viewed,core,viewed,course,2020,09,06,11,48,09
94,\core\event\course_viewed,core,viewed,course,2020,09,06,11,48,10
94,\mod_url\event\course_module_viewed,mod_url,viewed,course_module,2020,09,06,11,48,16
94,\mod_forum\event\course_module_viewed,mod_forum,viewed,course_module,2020,09,06,11,54,19
94,\mod_forum\event\discussion_viewed,mod_forum,viewed,discussion,2020,09,06,11,54,24
94,\core\event\course_viewed,core,viewed,course,2020,09,06,11,56,09
94,\core\event\course_viewed,core,viewed,course,2020,09,06,11,56,10
94,\mod_lesson\event\lesson_started,mod_lesson,started,lesson,2020,09,06,11,56,13
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,11,56,13
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,11,56,13
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,11,56,13
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,11,56,13
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,11,57,53
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,11,57,53
94,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,11,57,54
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,12,22,48
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,12,22,49
94,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,12,22,49
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,12,32,03
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,12,32,03
94,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,12,32,03
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,12,37,47
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,12,37,47
94,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,12,37,47
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,12,57,42
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,12,57,42
94,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,12,57,43
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,13,12,12
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,13,12,12
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,13,14,17
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,13,14,17
94,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,13,14,17
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,13,14,33
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,13,14,33
94,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,13,14,33
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,13,15,33
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,13,15,33
94,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,13,15,33
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,13,16,21
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,13,16,21
94,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,13,16,21
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,13,39,30
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,13,39,30
94,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,13,39,31
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,14,39,35
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,14,39,35
94,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,14,39,36
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,14,47,59
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,14,47,59
94,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,14,48,03
41,\core\event\user_loggedin,core,loggedin,user,2020,09,06,14,56,36
41,\core\event\dashboard_viewed,core,viewed,dashboard,2020,09,06,14,56,36
41,\core\event\course_viewed,core,viewed,course,2020,09,06,14,56,41
41,\core\event\course_viewed,core,viewed,course,2020,09,06,14,56,46
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,14,56,53
41,\mod_lesson\event\lesson_resumed,mod_lesson,resumed,lesson,2020,09,06,14,56,53
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,14,56,53
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,14,56,54
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,14,57,04
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,14,57,04
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,14,57,04
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,14,57,09
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,14,57,09
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,14,57,09
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,14,57,16
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,14,57,16
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,14,58,04
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,14,58,04
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,14,58,10
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,14,58,10
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,14,58,11
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,14,58,24
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,14,58,24
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,14,58,24
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,00,22
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,00,22
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,00,22
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,00,31
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,00,31
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,00,32
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,08,56
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,08,56
94,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,08,57
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,13,53
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,13,53
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,13,53
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,14,14
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,14,14
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,14,39
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,14,39
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,14,39
41,\mod_lesson\event\lesson_ended,mod_lesson,ended,lesson,2020,09,06,15,15,47
41,\core\event\course_module_completion_updated,core,updated,course_module_completion,2020,09,06,15,15,47
41,\core\event\course_viewed,core,viewed,course,2020,09,06,15,15,53
41,\core\event\course_viewed,core,viewed,course,2020,09,06,15,15,55
41,\mod_assign\event\course_module_viewed,mod_assign,viewed,course_module,2020,09,06,15,16,05
41,\mod_assign\event\submission_status_viewed,mod_assign,viewed,submission_status,2020,09,06,15,16,05
41,\mod_assign\event\course_module_viewed,mod_assign,viewed,course_module,2020,09,06,15,16,05
41,\mod_assign\event\submission_status_viewed,mod_assign,viewed,submission_status,2020,09,06,15,16,05
41,\core\event\course_viewed,core,viewed,course,2020,09,06,15,16,09
41,\core\event\course_viewed,core,viewed,course,2020,09,06,15,16,12
41,\mod_lesson\event\lesson_started,mod_lesson,started,lesson,2020,09,06,15,16,16
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,16,16
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,16,16
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,16,20
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,16,20
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,16,20
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,16,24
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,16,24
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,16,29
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,16,29
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,16,29
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,16,30
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,16,34
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,16,34
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,16,39
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,16,40
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,16,40
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,16,44
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,16,44
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,16,44
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,16,47
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,16,47
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,16,48
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,16,51
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,16,51
41,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,16,52
41,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,16,55
41,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,16,55
41,\core\event\course_viewed,core,viewed,course,2020,09,06,15,17,03
41,\core\event\course_viewed,core,viewed,course,2020,09,06,15,17,03
41,\core\event\course_viewed,core,viewed,course,2020,09,06,15,17,06
41,\mod_url\event\course_module_viewed,mod_url,viewed,course_module,2020,09,06,15,17,09
41,\core\event\dashboard_viewed,core,viewed,dashboard,2020,09,06,15,17,46
41,\core\event\course_viewed,core,viewed,course,2020,09,06,15,17,51
41,\mod_forum\event\course_module_viewed,mod_forum,viewed,course_module,2020,09,06,15,17,53
41,\mod_forum\event\discussion_viewed,mod_forum,viewed,discussion,2020,09,06,15,18,10
41,\core\event\course_viewed,core,viewed,course,2020,09,06,15,22,26
41,\core\event\course_viewed,core,viewed,course,2020,09,06,15,22,27
41,\mod_assign\event\course_module_viewed,mod_assign,viewed,course_module,2020,09,06,15,22,39
41,\mod_assign\event\submission_status_viewed,mod_assign,viewed,submission_status,2020,09,06,15,22,39
41,\mod_assign\event\course_module_viewed,mod_assign,viewed,course_module,2020,09,06,15,22,39
41,\mod_assign\event\submission_status_viewed,mod_assign,viewed,submission_status,2020,09,06,15,22,39
41,\core\event\course_viewed,core,viewed,course,2020,09,06,15,22,47
41,\core\event\course_viewed,core,viewed,course,2020,09,06,15,22,47
115,\core\event\user_loggedin,core,loggedin,user,2020,09,06,15,23,27
115,\core\event\dashboard_viewed,core,viewed,dashboard,2020,09,06,15,23,27
115,\core\event\course_viewed,core,viewed,course,2020,09,06,15,23,32
115,\core\event\course_viewed,core,viewed,course,2020,09,06,15,23,36
115,\mod_assign\event\course_module_viewed,mod_assign,viewed,course_module,2020,09,06,15,23,53
115,\mod_assign\event\submission_status_viewed,mod_assign,viewed,submission_status,2020,09,06,15,23,53
115,\core\event\course_viewed,core,viewed,course,2020,09,06,15,24,34
115,\core\event\course_viewed,core,viewed,course,2020,09,06,15,24,36
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,25,40
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,25,40
94,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,25,40
115,\mod_lesson\event\lesson_started,mod_lesson,started,lesson,2020,09,06,15,27,58
115,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,27,58
115,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,27,58
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,31,43
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,31,43
94,\core\event\user_loggedin,core,loggedin,user,2020,09,06,15,33,41
94,\core\event\dashboard_viewed,core,viewed,dashboard,2020,09,06,15,33,41
94,\core\event\course_viewed,core,viewed,course,2020,09,06,15,33,49
94,\core\event\course_viewed,core,viewed,course,2020,09,06,15,33,51
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,34,01
94,\mod_lesson\event\lesson_resumed,mod_lesson,resumed,lesson,2020,09,06,15,34,01
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,34,01
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,34,06
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,34,06
94,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,34,06
108,\core\event\user_loggedin,core,loggedin,user,2020,09,06,15,37,49
108,\core\event\dashboard_viewed,core,viewed,dashboard,2020,09,06,15,37,50
108,\core\event\course_viewed,core,viewed,course,2020,09,06,15,38,10
108,\core\event\course_viewed,core,viewed,course,2020,09,06,15,38,22
108,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,38,37
108,\mod_lesson\event\lesson_resumed,mod_lesson,resumed,lesson,2020,09,06,15,38,37
108,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,38,37
108,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,38,38
75,\core\event\user_loggedin,core,loggedin,user,2020,09,06,15,44,21
75,\core\event\dashboard_viewed,core,viewed,dashboard,2020,09,06,15,44,22
75,\core\event\course_viewed,core,viewed,course,2020,09,06,15,44,28
75,\core\event\course_viewed,core,viewed,course,2020,09,06,15,44,32
75,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,44,43
75,\mod_lesson\event\lesson_resumed,mod_lesson,resumed,lesson,2020,09,06,15,44,43
75,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,44,43
75,\core_h5p\event\h5p_viewed,core_h5p,viewed,h5p,2020,09,06,15,44,43
94,\mod_lesson\event\course_module_viewed,mod_lesson,viewed,course_module,2020,09,06,15,48,57
94,\mod_lesson\event\content_page_viewed,mod_lesson,viewed,content_page,2020,09,06,15,48,57
